timestamps,TP9,AF7,AF8,TP10,Right AUX
1639814238.711,-1000.000,-76.660,-135.254,-632.812,0.000,0
1639814238.715,-1000.000,-72.266,-143.066,-561.035,0.000,0
1639814238.719,-1000.000,-47.363,-138.672,-426.758,0.000,0
1639814238.723,-1000.000,-15.137,-119.629,-390.137,0.000,0
1639814238.727,-1000.000,-22.461,-95.703,-466.797,0.000,0
1639814238.731,-1000.000,-27.832,-83.008,-412.598,0.000,0
1639814238.735,-1000.000,-7.812,-64.453,-319.336,0.000,0
1639814238.739,-1000.000,25.391,-40.527,-224.121,0.000,0
1639814238.738,-1000.000,40.039,-44.922,-170.410,0.000,0
1639814238.742,-1000.000,15.137,-53.711,-204.102,0.000,0
1639814238.746,-1000.000,15.625,-31.738,-184.082,0.000,0
1639814238.750,-1000.000,42.480,-9.766,-122.559,0.000,0
1639814238.753,-1000.000,63.965,6.836,-30.273,0.000,0
1639814238.757,-1000.000,62.988,-10.254,13.184,0.000,0
1639814238.761,-1000.000,40.039,-14.648,-70.312,0.000,0
1639814238.765,-1000.000,35.645,7.812,-85.938,0.000,0
1639814238.769,-1000.000,29.785,10.254,-20.508,0.000,0
1639814238.773,-1000.000,32.227,9.766,68.359,0.000,0
1639814238.777,-1000.000,52.734,-5.859,96.191,0.000,0
1639814238.781,-1000.000,46.387,-11.230,-13.184,0.000,0
1639814238.781,-1000.000,22.949,-1.465,-79.102,0.000,0
1639814238.785,-1000.000,25.391,-1.465,-62.012,0.000,0
1639814238.789,-1000.000,48.828,10.254,9.277,0.000,0
1639814238.793,-1000.000,54.688,6.348,72.266,0.000,0
1639814238.797,-1000.000,27.832,-14.160,21.484,0.000,0
1639814238.801,-938.477,7.812,-8.301,-7.324,0.000,0
1639814238.805,-1000.000,21.973,12.207,50.781,0.000,0
1639814238.809,-209.473,58.105,34.180,133.301,0.000,0
1639814238.813,-959.473,77.637,34.668,245.605,0.000,0
1639814238.817,948.730,62.500,24.414,226.562,0.000,0
1639814238.820,940.430,58.105,52.734,167.480,0.000,0
1639814238.824,973.145,69.824,65.918,228.516,0.000,0
1639814238.824,966.309,71.289,52.734,256.836,0.000,0
1639814238.827,966.309,77.637,45.410,289.551,0.000,0
1639814238.831,966.309,68.359,49.805,227.539,0.000,0
1639814238.835,966.797,32.715,45.410,86.914,0.000,0
1639814238.839,975.098,-2.930,24.902,41.992,0.000,0
1639814238.843,931.641,-23.926,7.324,12.207,0.000,0
1639814238.847,970.215,-19.043,-22.949,-4.395,0.000,0
1639814238.851,967.773,-49.316,-62.500,-150.879,0.000,0
1639814238.855,-293.945,-110.840,-93.262,-378.418,0.000,0
1639814238.859,-1000.000,-121.094,-94.238,-400.391,0.000,0
1639814238.863,-995.605,-82.520,-60.547,-233.887,0.000,0
1639814238.867,189.453,0.000,-16.602,129.395,0.000,0
1639814238.866,-900.391,69.336,2.930,422.852,0.000,0
1639814238.870,905.762,104.004,37.598,468.750,0.000,0
1639814238.874,966.309,124.023,85.449,504.883,0.000,0
1639814238.878,966.797,116.211,88.867,541.504,0.000,0
1639814238.882,966.797,130.859,78.125,619.141,0.000,0
1639814238.886,966.309,143.555,86.426,677.734,0.000,0
1639814238.890,966.309,122.559,106.445,639.160,0.000,0
1639814238.894,966.797,107.910,118.164,654.297,0.000,0
1639814238.897,966.309,107.422,110.352,722.656,0.000,1
1639814238.901,966.309,132.324,113.281,765.137,0.000,0
1639814238.905,966.797,113.281,82.031,742.188,0.000,0
1639814238.909,966.797,48.828,47.852,608.398,0.000,0
1639814238.909,966.309,25.879,60.547,528.809,0.000,0
1639814238.913,966.309,31.738,76.172,550.293,0.000,0
1639814238.917,966.309,47.363,72.754,617.676,0.000,0
1639814238.921,966.309,43.945,51.270,652.344,0.000,0
1639814238.924,966.309,-5.371,30.273,517.090,0.000,0
1639814238.928,966.309,-37.598,14.160,395.508,0.000,0
1639814238.932,966.309,-37.598,12.207,375.488,0.000,0
1639814238.936,966.309,-42.969,-10.742,441.406,0.000,0
1639814238.940,966.309,-36.621,-20.996,488.770,0.000,0
1639814238.944,966.309,-49.316,-17.578,331.543,0.000,0
1639814238.948,966.309,-93.750,-45.410,175.781,0.000,0
1639814238.952,966.309,-106.445,-52.246,163.574,0.000,0
1639814238.952,966.797,-83.008,-40.039,218.262,0.000,0
1639814238.956,966.797,-64.941,-68.359,256.348,0.000,0
1639814238.959,966.797,-95.215,-96.191,131.348,0.000,0
1639814238.963,966.309,-133.301,-87.402,6.348,0.000,0
1639814238.967,966.309,-135.742,-91.309,-13.184,0.000,0
1639814238.971,966.309,-116.699,-102.539,-3.418,0.000,0
1639814238.975,966.309,-97.168,-100.586,73.730,0.000,0
1639814238.979,966.309,-114.746,-123.047,13.672,0.000,0
1639814238.983,966.309,-133.789,-131.836,-164.551,0.000,0
1639814238.987,979.004,-141.602,-127.930,-217.285,0.000,0
1639814238.991,916.016,-143.066,-142.578,-165.527,0.000,0
1639814238.995,-988.770,-112.305,-141.602,-96.680,0.000,0
1639814238.995,843.262,-110.840,-140.137,-186.523,0.000,0
1639814238.999,-531.738,-151.855,-150.879,-332.520,0.000,0
1639814239.002,-1000.000,-170.898,-161.621,-356.934,0.000,0
1639814239.006,-935.547,-164.062,-163.574,-354.004,0.000,0
1639814239.010,-1000.000,-139.648,-158.203,-289.551,0.000,0
1639814239.014,-1000.000,-128.906,-167.480,-333.984,0.000,0
1639814239.018,-1000.000,-174.316,-204.102,-534.180,0.000,0
1639814239.022,-1000.000,-197.754,-220.215,-621.094,0.000,0
1639814239.026,-1000.000,-177.246,-201.660,-625.000,0.000,0
1639814239.030,-1000.000,-165.527,-202.637,-568.848,0.000,0
